"first_name","last_name","sex","hire_date"
"Martine","Takkinen","F","1986-05-10"
"Djenana","Serre","M","1986-02-04"
"Kwangsub","Dusink","F","1986-12-10"
"Narain","Besancenot","M","1986-04-04"
"Gor","Clemencon","M","1986-06-10"
"Vincent","Kriebel","M","1986-08-30"
"Janche","Aumann","F","1986-10-22"
"Weiwu","Delgrossi","F","1986-02-26"
"Hitofumi","Besancenot","M","1986-08-04"
"Mansur","Pauthner","M","1986-09-21"
"Basem","Perz","F","1986-10-31"
"Arno","Constantine","M","1986-10-13"
"Odoardo","Zyda","M","1986-05-10"
"Alejandra","dAstous","M","1986-08-16"
"Mart","Kitsuregawa","F","1986-03-25"
"Yuuichi","Lamparter","M","1986-02-06"
"Morrie","Azadmanesh","M","1986-01-23"
"Ung","Nitto","F","1986-02-18"
"Zejun","Thiria","M","1986-11-30"
"Zito","Gulla","M","1986-04-24"
"Hilary","Bael","M","1986-09-15"
"Stepehn","Kusalik","F","1986-06-07"
"Angel","Cairo","F","1986-03-10"
"Mantis","Petereit","F","1986-06-20"
"Abdelkader","Ramamoorthy","M","1986-06-27"
"Jaber","Chimia","M","1986-01-16"
"Christophe","Meriste","M","1986-08-04"
"Chinho","Strehl","M","1986-10-15"
"Mitchel","Pargaonkar","F","1986-12-14"
"Yaghout","Swick","M","1986-11-17"
"Barun","Range","M","1986-01-14"
"Tadahiko","Riefers","F","1986-09-20"
"Stella","Erev","F","1986-06-10"
"Abdulla","Marshall","M","1986-07-05"
"Takanari","Wolniewicz","M","1986-03-05"
"Kristina","Stille","F","1986-10-31"
"Xiaoqiang","Berendt","F","1986-02-19"
"Suzette","Lukaszewicz","F","1986-12-25"
"Pradeep","Ratnakar","M","1986-06-19"
"Jacopo","Trogemann","M","1986-02-01"
"Harngdar","Peot","F","1986-09-28"
"Billie","Waleschkowski","M","1986-05-15"
"Felicidad","Schmiedel","F","1986-05-12"
"Aloke","Hockney","M","1986-07-30"
"Chenxi","Welham","F","1986-04-06"
"Shan","Madeira","M","1986-06-12"
"Shuho","Roisin","F","1986-01-06"
"Sachio","Marrakchi","M","1986-02-13"
"Tianruo","Tyugu","M","1986-02-20"
"Toong","Kisuki","M","1986-06-15"
"Elzbieta","Awdeh","M","1986-10-19"
"Kayoko","Candan","M","1986-09-24"
"Tadahiro","Krider","M","1986-09-26"
"Duke","Rosis","M","1986-04-30"
"Weiru","Kalefeld","M","1986-05-15"
"Irene","Fujisaki","M","1986-01-11"
"Monique","Pileggi","M","1986-05-11"
"Mohan","Shobatake","M","1986-10-30"
"Subhrajyoti","Adachi","M","1986-03-26"
"Zsolt","Gulik","M","1986-06-03"
"Hailing","Ghemri","M","1986-05-31"
"Tsuneo","Naumovich","M","1986-12-15"
"Berni","Pena","F","1986-09-03"
"Venkatesan","Trumbly","M","1986-03-13"
"Amstein","Kulisch","M","1986-03-21"
"Goetz","Pulkowski","M","1986-12-17"
"Zhenhua","Stifter","F","1986-11-04"
"Licheng","Staylopatis","F","1986-09-17"
"Jacopo","Foote","M","1986-09-03"
"Martins","Farrow","M","1986-02-15"
"Marl","Albarhamtoshy","F","1986-06-10"
"Kazunori","Lueh","F","1986-04-07"
"Heejo","Gihr","M","1986-07-05"
"Niranjan","Akazan","M","1986-08-07"
"Sudharsan","Quadeer","F","1986-10-07"
"Almudena","Boudaillier","F","1986-05-31"
"Iara","Vigier","F","1986-08-07"
"Hein","Kalorkoti","M","1986-01-11"
"Adly","Ishibashi","M","1986-07-03"
"Jinya","Chinal","F","1986-12-16"
"Bernd","Lung","M","1986-01-04"
"Ayakannu","Danlos","M","1986-07-26"
"Mong","Schaar","F","1986-07-16"
"Van","Halloran","F","1986-09-03"
"Udi","Raczkowsky","F","1986-09-04"
"Kwok","Heinisuo","F","1986-04-11"
"Emdad","Uhrik","M","1986-02-15"
"Make","Kleiser","M","1986-09-01"
"Saeed","Ranta","M","1986-11-02"
"Honglan","Highland","M","1986-12-01"
"Franziska","Zlotek","M","1986-05-04"
"Divier","Morrey","M","1986-08-13"
"Manohar","Harllee","F","1986-05-29"
"Divine","Muntz","F","1986-12-11"
"Bikash","Matzke","M","1986-01-30"
"Raimond","Syrzycki","M","1986-04-17"
"Djenana","Soloway","M","1986-01-08"
"Moheb","Itschner","M","1986-12-31"
"Seshu","Nitsch","M","1986-08-01"
"Yinghua","Brandsma","M","1986-12-24"
"Chenxi","Tagansky","M","1986-04-10"
"Ipke","Bala","M","1986-02-07"
"Greger","Demizu","M","1986-11-19"
"Herbert","Doering","F","1986-02-22"
"Piyush","Luon","M","1986-12-23"
"Yechiam","Luit","M","1986-01-17"
"Shuichi","Demke","F","1986-09-09"
"Seongbin","Hofstetter","F","1986-08-06"
"Urs","Schwartzburd","M","1986-10-13"
"Saddek","Murtha","F","1986-09-23"
"Minghong","Nitsche","M","1986-01-16"
"Guadalupe","McClurg","M","1986-08-21"
"Neelam","Barinka","M","1986-07-22"
"Kendra","Denis","M","1986-01-24"
"Lijie","Kroha","F","1986-08-24"
"Pranjal","Sudkamp","M","1986-03-29"
"Jaber","Saoudi","F","1986-03-21"
"Remzi","Mateescu","M","1986-11-17"
"Ingmar","Merli","M","1986-10-09"
"Jiann","Gire","M","1986-03-13"
"Girolamo","Smailagic","M","1986-02-05"
"Arch","Thebaut","F","1986-01-12"
"Christophe","Zaccaria","M","1986-03-31"
"Panayotis","Tyugu","M","1986-09-26"
"Badri","Biran","M","1986-11-18"
"Isaac","Schaap","M","1986-10-12"
"Demos","Nishimukai","M","1986-12-21"
"Mohan","Basart","M","1986-01-31"
"Fusako","Hiraishi","F","1986-09-19"
"Eirik","Schonegge","M","1986-08-26"
"Taiji","Taubman","M","1986-08-27"
"Fumitake","Solares","M","1986-11-14"
"Marsal","Rande","M","1986-11-04"
"Carrsten","Waleschkowski","M","1986-12-13"
"Anyuan","Atchley","M","1986-04-17"
"Hironobu","Stenning","M","1986-11-08"
"Alejandro","Bugrara","F","1986-04-21"
"Subir","Pluym","F","1986-05-02"
"Kotesh","Bernini","F","1986-08-30"
"Tzu","Tramer","M","1986-03-30"
"Miquel","Ladret","M","1986-06-28"
"Vishu","Spelt","M","1986-05-20"
"Mack","Wielonsky","M","1986-09-10"
"Maria","Aseltine","M","1986-06-10"
"Subbu","Falster","F","1986-05-27"
"Eben","Krichel","M","1986-08-08"
"Douadi","Fiebach","F","1986-09-27"
"Jianhua","Ritzmann","F","1986-03-21"
"Kenton","Frijda","M","1986-07-19"
"Aruna","Delgrande","F","1986-12-15"
"Arno","Kumaresan","F","1986-04-09"
"Marsja","Simmen","M","1986-04-18"
"Rosalyn","Pehl","F","1986-11-17"
"Weiye","Khalid","M","1986-08-04"
"Kaijung","Heystek","M","1986-09-08"
"Otilia","Impagliazzo","M","1986-09-16"
"Hideo","Rosin","M","1986-01-14"
"Zsolt","Dichev","F","1986-08-24"
"Haldon","Stassinopoulos","M","1986-01-27"
"Dietrich","Rahimi","M","1986-10-10"
"Pramod","Flowers","M","1986-10-31"
"Candido","Olivero","F","1986-09-28"
"Troy","Eiron","F","1986-04-01"
"Xudong","Hitomi","M","1986-05-11"
"Zine","Raney","M","1986-05-10"
"Bodo","Lores","M","1986-03-08"
"Teruyuki","Randi","F","1986-08-08"
"Nectarios","Viele","F","1986-03-25"
"Dmitry","Narahari","M","1986-04-16"
"Sarita","Zhang","M","1986-06-26"
"Danel","Barinka","F","1986-02-14"
"Ung","Argence","F","1986-12-12"
"Danco","Bael","F","1986-12-21"
"DeForest","Khasidashvili","F","1986-08-15"
"Kwangyoen","Kading","F","1986-08-16"
"Mariangiola","Setia","M","1986-07-21"
"Phillip","Castellani","M","1986-01-03"
"Kerhong","Harbusch","F","1986-04-10"
"Vishv","Ghazalie","M","1986-03-25"
"Leandro","Sridhar","M","1986-10-18"
"Sasan","Ozeki","M","1986-09-22"
"Rosalyn","Bennis","F","1986-12-09"
"Howell","Rajala","F","1986-03-09"
"Kiam","Zschoche","F","1986-03-14"
"Steve","Zastre","M","1986-01-09"
"Byong","Baranowski","M","1986-12-03"
"Arve","Fairtlough","F","1986-06-23"
"Taizo","England","M","1986-08-12"
"Ute","Kawashima","M","1986-10-09"
"Heping","Hanabata","F","1986-05-02"
"Garnik","Dredge","M","1986-08-18"
"Kristian","Pero","M","1986-12-04"
"Maria","Yurek","F","1986-03-08"
"Gina","Samarati","M","1986-08-06"
"Domenico","Gniady","M","1986-11-08"
"Pragnesh","Daescu","M","1986-10-26"
"Kazunori","Kavanagh","F","1986-11-17"
"Mahmut","Thorelli","M","1986-12-09"
"Adin","Laventhal","M","1986-07-11"
"Xiaocheng","Oxenboll","M","1986-01-15"
"Uli","Reutenauer","M","1986-12-21"
"Persi","Fordan","F","1986-12-06"
"Arunas","Vasanthakumar","M","1986-08-26"
"Alagu","Siprelle","M","1986-10-03"
"Sreekrishna","Henders","F","1986-07-02"
"Mountaz","Marchegay","F","1986-01-21"
"Suvo","Lanphier","F","1986-08-29"
"JoAnne","Falco","M","1986-03-30"
"Remko","Merel","M","1986-11-11"
"Rayond","Godskesen","M","1986-05-25"
"Kwangjo","Wroclawski","M","1986-02-15"
"Kamakshi","Cronau","M","1986-04-24"
"Nectarios","Baca","M","1986-07-14"
"Kenroku","Bala","M","1986-12-27"
"Teiji","Kobara","F","1986-08-20"
"Leaf","Penn","M","1986-03-21"
"Shmuel","Muchinsky","F","1986-12-24"
"Eberhardt","Uchoa","M","1986-11-25"
"Akhilish","Braunmuhl","M","1986-05-20"
"Krister","Bhattacharjee","F","1986-04-17"
"Chaosheng","Danley","M","1986-12-29"
"Adly","Heinisuo","M","1986-11-30"
"Shigehito","Flanders","F","1986-07-07"
"Dhritiman","Ramamoorthy","M","1986-03-02"
"Vitali","Wroclawski","M","1986-07-09"
"Godehard","Kisuki","M","1986-04-18"
"Kristine","Claffy","F","1986-11-30"
"Aloke","Billingsley","M","1986-02-06"
"Eldridge","Lores","M","1986-11-15"
"Lucien","Passino","M","1986-11-13"
"Ingemar","Zirintsis","M","1986-08-11"
"Chenyi","Yurov","F","1986-09-27"
"Hisao","Hiroyama","M","1986-11-27"
"Marjo","Krichel","F","1986-08-04"
"Fumiya","Cannard","M","1986-03-29"
"Xinglin","Penn","M","1986-08-27"
"Arnd","Naumovich","M","1986-12-29"
"Tran","Caine","F","1986-08-12"
"Yuichiro","Kawashima","F","1986-02-07"
"Jacqueline","Litzkow","M","1986-12-09"
"Ferdinand","Otillio","M","1986-11-24"
"Ennio","Bardell","M","1986-02-17"
"Monique","Munos","M","1986-05-17"
"Chiradeep","Plotkin","F","1986-03-31"
"Frederique","Erev","M","1986-05-17"
"Yagil","Osgood","M","1986-04-11"
"Zito","Coors","M","1986-02-16"
"Bartek","Beznosov","M","1986-04-12"
"Susanna","DeMori","F","1986-07-10"
"Caolyn","Peron","M","1986-02-05"
"Marc","Clouatre","F","1986-10-23"
"Elgin","Bondorf","M","1986-10-14"
"Anneke","Harnett","M","1986-08-29"
"Gor","Rijsenbrij","F","1986-05-26"
"Branimir","Benveniste","M","1986-08-08"
"Alper","Swab","M","1986-11-20"
"Constantine","Ranst","M","1986-04-18"
"Jagoda","Benveniste","M","1986-06-02"
"Yuuichi","Lieberherr","M","1986-05-13"
"Hideo","Lung","M","1986-03-03"
"Leon","Besselaar","F","1986-09-08"
"Arumugam","Chimia","M","1986-12-10"
"Eckart","Heusch","F","1986-10-23"
"Charlene","Narwekar","F","1986-07-12"
"Chaosheng","Bennis","M","1986-09-10"
"Martien","Casley","M","1986-10-25"
"Yurij","Hutton","M","1986-03-02"
"Shim","Luga","M","1986-10-28"
"Jiafu","Sanella","F","1986-10-31"
"Heeju","Ozeri","M","1986-08-26"
"Siddarth","Servieres","F","1986-10-21"
"Beshir","Baaleh","M","1986-09-02"
"Rajmohan","Aamodt","F","1986-05-22"
"Golgen","Lorcy","M","1986-04-25"
"Jixiang","Acton","M","1986-04-24"
"Amstein","Thombley","M","1986-12-30"
"Lucien","Schlenzig","F","1986-10-13"
"Basim","Ghelli","F","1986-04-29"
"Menkae","Schlumberger","M","1986-02-25"
"Przemyslawa","Beidas","F","1986-10-26"
"Cristinel","Paludetto","M","1986-08-06"
"Lihong","Serra","M","1986-02-02"
"Pramod","Leppanen","M","1986-09-09"
"Nishit","Manders","F","1986-01-06"
"Danai","Anick","M","1986-06-25"
"Subhada","Molberg","F","1986-12-17"
"Sedat","Gire","M","1986-12-14"
"Amabile","Eastman","F","1986-10-05"
"Narain","Jansen","M","1986-01-03"
"Genta","Melter","M","1986-11-24"
"Yoshimitsu","Rande","M","1986-04-08"
"Martien","Menhardt","M","1986-06-20"
"Teruyuki","Zuberek","F","1986-09-12"
"Jasminko","Ghelli","M","1986-08-06"
"Shan","Emmerich","F","1986-07-21"
"Hatem","Dechter","M","1986-05-05"
"Domenick","Laventhal","M","1986-03-19"
"Aral","Beutelspacher","M","1986-12-24"
"Alenka","Thorensen","F","1986-10-30"
"Jiakeng","Cummings","F","1986-08-13"
"Sreekrishna","Rodier","M","1986-09-12"
"Dulce","Baranowski","M","1986-10-15"
"Kyoichi","Hooghiemstra","M","1986-05-12"
"Chirstian","Ranft","M","1986-01-07"
"Vitaly","Poehlman","M","1986-07-10"
"Conal","Aloia","F","1986-02-02"
"Subhash","Manderick","F","1986-12-20"
"Yahiko","Cyne","M","1986-08-14"
"Dipayan","Scallan","M","1986-11-18"
"Saeed","Dayang","F","1986-09-16"
"Ortrun","Rajala","M","1986-03-02"
"Kwan","Narwekar","M","1986-02-13"
"Arlette","Templeman","M","1986-01-13"
"Gila","Gist","M","1986-03-23"
"Hongzhu","Norsworthy","M","1986-08-11"
"Shay","Kuhnemann","F","1986-01-19"
"Sachem","Saoudi","M","1986-05-08"
"Djelloul","Zongker","M","1986-12-14"
"Subir","Shumilov","F","1986-01-01"
"Hercules","Ranum","M","1986-02-17"
"Aris","Perelgut","M","1986-03-12"
"Leon","Baba","F","1986-07-22"
"Magy","Peltason","M","1986-04-12"
"Zdislav","Przulj","M","1986-04-30"
"Shahar","Hutton","F","1986-09-16"
"Barun","Renear","F","1986-12-08"
"Xudong","Cincotta","M","1986-05-13"
"Mizuhito","Glinert","F","1986-07-02"
"Ortrun","Openshaw","M","1986-07-03"
"Remzi","Nyanchama","M","1986-02-22"
"Goetz","Legleitner","F","1986-11-10"
"Kwangyoen","Guting","F","1986-06-21"
"Genki","Woycyznski","M","1986-04-29"
"Kiyokazu","Bultermann","F","1986-12-26"
"Paris","Weiland","F","1986-06-21"
"Sangeeta","Gien","M","1986-09-20"
"Gio","Spieker","F","1986-01-27"
"Tonny","Stenning","M","1986-12-01"
"Aran","Decaestecker","F","1986-03-10"
"Shaleah","Wuwongse","M","1986-06-22"
"Theron","Homond","F","1986-01-01"
"Steen","Schueller","F","1986-01-28"
"Charmane","McFarlin","M","1986-02-03"
"Yuqun","Fabrizio","F","1986-08-08"
"Naftaly","Matzen","F","1986-10-17"
"Charlene","Beilner","F","1986-09-16"
"Tesuro","Yamaashi","M","1986-09-25"
"Kenroku","Rosin","F","1986-12-21"
"Alper","Carrere","F","1986-10-19"
"Duangkaew","Rosis","M","1986-05-25"
"Suvo","Falck","M","1986-10-31"
"Dulce","Bellone","M","1986-02-20"
"Zhiwei","Lukaszewicz","M","1986-09-16"
"Tesuya","Selvestrel","M","1986-02-23"
"Pintsang","Flexer","F","1986-06-06"
"Radoslaw","Peron","M","1986-03-18"
"Danco","Waleschkowski","M","1986-06-05"
"Yuchang","Esposito","F","1986-04-25"
"Chikako","Pietrzykowski","M","1986-03-02"
"Tianruo","Kriebel","F","1986-10-29"
"Sverrir","Badache","M","1986-04-09"
"Feipei","Narlikar","M","1986-06-02"
"Vivian","Nishimukai","M","1986-04-02"
"Branimir","Stemann","F","1986-12-26"
"Marsha","Weiland","M","1986-01-12"
"Jeanna","Steinauer","F","1986-04-19"
"Subhada","Sifakis","M","1986-05-10"
"Sungwon","Cesareni","F","1986-07-06"
"Hitofumi","Yamaashi","M","1986-02-12"
"Candida","Wallrath","F","1986-09-14"
"Jaideep","Luon","M","1986-10-29"
"Shuzo","Sudkamp","M","1986-03-24"
"Laurentiu","Famili","F","1986-01-11"
"Kitty","Rusterholz","F","1986-08-15"
"Remmert","Baik","M","1986-01-19"
"Nakhoon","Heping","F","1986-05-25"
"Cheong","Hofstetter","M","1986-03-28"
"Kankanahalli","Wendorf","M","1986-10-04"
"Goa","Smeets","F","1986-05-19"
"Mohammad","Rodier","M","1986-11-02"
"Moss","Kranzdorf","M","1986-02-07"
"Van","Boreale","M","1986-11-04"
"Fox","Pashtan","F","1986-08-29"
"Conrado","Bage","M","1986-12-06"
"Koldo","Hoogerwoord","M","1986-11-29"
"Volkmar","Karlin","M","1986-03-26"
"Atreyi","Tzvieli","M","1986-05-28"
"Yuichiro","Taneja","F","1986-08-16"
"Mayuri","Provine","M","1986-07-03"
"Rajmohan","Mapelli","F","1986-08-12"
"Aris","Georg","F","1986-10-01"
"Tayeb","Zaumen","M","1986-06-26"
"Baziley","Thorensen","F","1986-05-27"
"Margareta","Swiss","M","1986-07-18"
"Hinrich","Hofting","M","1986-09-24"
"Xumin","Passafiume","F","1986-05-26"
"Pramod","Heemskerk","M","1986-04-13"
"Kristinn","Litzkow","F","1986-12-17"
"Conor","Flowers","M","1986-11-17"
"Youjian","Ratnakar","M","1986-05-24"
"Kitty","Genther","M","1986-05-26"
"Gunilla","Pepe","F","1986-09-07"
"Ekawit","Bahk","M","1986-07-16"
"Jessie","Kadhim","M","1986-07-23"
"Trygve","Valette","M","1986-07-08"
"Honglan","Morton","M","1986-03-12"
"Nahum","Puoti","M","1986-02-20"
"Willard","Zastre","F","1986-08-29"
"Yishay","Bouloucos","M","1986-08-12"
"Zsolt","Condotta","F","1986-04-01"
"Eldridge","Champarnaud","M","1986-01-27"
"Jouko","Sherertz","F","1986-10-06"
"Mart","Mattern","M","1986-04-26"
"Arvind","Herber","M","1986-07-25"
"Katsuo","Muhlberg","M","1986-06-22"
"Kerhong","Matzat","M","1986-07-20"
"Janche","Iisaka","M","1986-09-18"
"Zhongwei","Plavsic","M","1986-01-25"
"Shahaf","Lung","F","1986-02-04"
"Deniz","Granlund","F","1986-04-11"
"Steve","Ranft","F","1986-05-08"
"Christophe","Speckmann","M","1986-04-01"
"Arun","Flasterstein","M","1986-03-27"
"Chaosheng","Ozery","M","1986-02-08"
"Masoud","Gimarc","M","1986-04-02"
"Zhenhua","Hasenauer","M","1986-07-24"
"Lakshmi","Velasco","F","1986-12-23"
"Xumin","Fairtlough","M","1986-02-21"
"Xiaoqiu","Yurek","F","1986-01-15"
"Quingbo","Lieblein","M","1986-03-14"
"Chenxi","Remmers","M","1986-07-30"
"Fun","Nicolson","F","1986-01-14"
"Mooi","Morrey","M","1986-01-10"
"Brewster","Kalorkoti","M","1986-10-01"
"Akemi","Schaft","F","1986-04-23"
"Chenye","Rajcani","M","1986-07-15"
"Fei","Hiyoshi","M","1986-01-13"
"Hatsukazu","Jonsson","M","1986-07-01"
"Mohua","Nitsch","F","1986-05-09"
"Fumiyo","Minakawa","F","1986-01-15"
"Morris","Strandh","M","1986-05-11"
"Yuchang","Emden","F","1986-01-28"
"Djelloul","Rabehasaina","M","1986-01-29"
"Valter","Kroll","F","1986-12-21"
"Insup","Morrey","F","1986-10-20"
"Shridhar","Heijenga","M","1986-02-11"
"Uno","Linnainmaa","M","1986-08-28"
"Mansur","Zeilberger","F","1986-12-09"
"Adil","Demian","F","1986-07-28"
"Fai","Zallocco","F","1986-10-24"
"Palash","Gecsei","F","1986-02-18"
"Kankanahalli","Itschner","M","1986-01-10"
"Almudena","Melton","F","1986-09-24"
"Pintsang","Kropf","M","1986-08-03"
"Masako","Jullig","M","1986-06-23"
"Angel","Reutenauer","F","1986-05-24"
"Prodip","McClure","M","1986-02-26"
"Jeanne","Hebert","F","1986-09-15"
"Neelam","Chachaty","F","1986-09-15"
"Valeri","Dusink","M","1986-10-16"
"Domenick","Huhdanpaa","M","1986-03-11"
"Tuval","Rosis","F","1986-06-25"
"Zongyan","Mahnke","M","1986-01-26"
"Xiaopeng","Schnabel","F","1986-12-03"
"Nishit","Suermann","M","1986-04-08"
"Yechiam","Cummings","F","1986-04-27"
"Geoff","Luck","M","1986-02-24"
"Gererd","Breugel","M","1986-11-05"
"Alenka","Stroustrup","M","1986-01-21"
"Gilbert","Camurati","M","1986-08-07"
"Stevo","Terlouw","F","1986-01-22"
"Laurentiu","Malabarba","M","1986-07-19"
"Sushant","McFarlin","M","1986-06-29"
"Otmar","Velasco","F","1986-12-22"
"Naraig","Lally","F","1986-03-14"
"Val","Bolotov","M","1986-04-01"
"Youjian","Fiutem","M","1986-02-22"
"Fumiko","Bugaenko","F","1986-10-16"
"Matk","Perna","M","1986-06-22"
"Mary","Navazio","F","1986-09-17"
"Florina","Heering","F","1986-01-03"
"Ugo","Coorg","M","1986-03-13"
"Kazuyasu","Ginneken","M","1986-09-11"
"Akemi","Schneeberger","M","1986-05-15"
"Akhilish","Zongker","F","1986-05-07"
"Gal","Fraisse","F","1986-04-02"
"Nishit","Siepmann","M","1986-06-17"
"Wilmer","Schnabel","F","1986-06-20"
"Lidong","Genther","M","1986-11-17"
"Arlette","Brendel","M","1986-01-28"
"Parviz","Basart","F","1986-08-23"
"Kwan","Sluis","M","1986-10-05"
"Ferdinand","Schmiedel","F","1986-07-11"
"Leandro","Bresenham","F","1986-01-20"
"Manohar","Ghazalie","F","1986-09-22"
"Lech","Lalonde","M","1986-05-13"
"Tetsushi","Heering","F","1986-09-10"
"Miyeon","Pelz","M","1986-10-18"
"Nadjib","Wolniewicz","F","1986-03-28"
"Sachio","Douceur","M","1986-08-25"
"Shrikanth","Alameldin","M","1986-02-17"
"Magy","Zultner","F","1986-03-12"
"Prodip","Kugler","M","1986-11-05"
"Serge","Bresenham","M","1986-05-11"
"Saddek","Danner","F","1986-10-03"
"Gio","Vernadat","M","1986-05-09"
"Ziyad","Merel","F","1986-06-11"
"Barna","Beausoleil","F","1986-12-01"
"Elgin","Juneja","F","1986-04-04"
"Adel","Swiler","F","1986-11-27"
"Yunming","Berendt","F","1986-06-14"
"Kish","Asser","M","1986-12-23"
"Tru","Grandbois","F","1986-01-16"
"Jolita","Cheshire","M","1986-06-17"
"Shooichi","Rajaraman","F","1986-06-17"
"Shridhar","Bharadwaj","M","1986-12-24"
"Mats","Larfeldt","M","1986-05-17"
"Shichao","Bierbaum","F","1986-02-26"
"Werner","Vidal","M","1986-07-23"
"Kersti","Fortenbacher","F","1986-09-06"
"Sarita","Suermann","M","1986-11-18"
"Shaz","Zedlitz","F","1986-07-12"
"Ramya","Delgrossi","F","1986-10-06"
"Kitty","Serre","F","1986-12-19"
"Nishit","Heiserman","M","1986-01-03"
"Matk","Luan","F","1986-04-12"
"Mostafa","Osgood","M","1986-09-15"
"Paris","Talmon","F","1986-07-28"
"Gina","Decaestecker","F","1986-06-20"
"Owen","Kolvik","F","1986-10-09"
"Tamiya","Syrotiuk","M","1986-04-12"
"Dipankar","Duclos","F","1986-05-21"
"Almudena","Pulkowski","F","1986-11-09"
"Shmuel","Tyugu","F","1986-01-13"
"Shim","Grabner","M","1986-07-16"
"Shir","Bednarek","F","1986-08-01"
"Luise","Sanella","M","1986-01-26"
"Chanjung","Ranka","M","1986-11-26"
"Arch","Krzyzanowski","M","1986-01-20"
"Anyuan","Dengi","M","1986-03-16"
"Susanna","Tyugu","F","1986-09-15"
"Naraig","Masamoto","M","1986-11-27"
"Toong","Birch","M","1986-04-08"
"Girolamo","Werthner","M","1986-06-24"
"Mana","Dusink","M","1986-08-03"
"Dekang","Jiafu","F","1986-03-10"
"Marsal","Keohane","M","1986-07-06"
"Shuji","Frijda","M","1986-10-10"
"Mari","Nanard","F","1986-04-06"
"Shigenori","Angel","F","1986-05-31"
"Surveyors","Xiaoshan","F","1986-03-01"
"Koldo","Itzfeldt","F","1986-09-12"
"Shaleah","Zolotykh","M","1986-09-22"
"Akhilish","Kroha","F","1986-03-22"
"Baruch","Fiebach","F","1986-01-29"
"Ishfaq","Wrigley","M","1986-03-28"
"Berthier","Mansanne","M","1986-01-26"
"Radhia","Baez","F","1986-07-19"
"Ortrud","Cannata","M","1986-09-29"
"Ashish","Rusmann","F","1986-01-27"
"Tua","Sewelson","F","1986-04-02"
"Spyrose","Lipner","M","1986-01-14"
"Khoa","Hofstetter","F","1986-06-28"
"Berna","Morrin","F","1986-02-19"
"Odysseas","Stranks","M","1986-04-01"
"Unal","Prampolini","F","1986-04-09"
"Breannda","Antonakopoulos","M","1986-12-11"
"Sachem","Lemarechal","F","1986-06-06"
"Chiradeep","Erdmenger","F","1986-12-17"
"Utz","Driscoll","M","1986-11-26"
"Tuval","Koblitz","F","1986-08-18"
"George","Merey","M","1986-12-01"
"Arvind","Poehlman","M","1986-11-22"
"Tianruo","Montemayor","F","1986-06-26"
"Ute","Cannard","M","1986-05-06"
"Kasturi","Claffy","M","1986-01-31"
"Fuqing","Lorys","M","1986-04-26"
"Piyawadee","Masamoto","M","1986-09-02"
"Claudi","Buchter","M","1986-06-10"
"Jianhui","Schwaller","M","1986-03-03"
"Jeane","Bratten","M","1986-03-27"
"Changho","Munoz","M","1986-10-04"
"Saddek","Penttonen","M","1986-08-29"
"Weijing","Poehlman","M","1986-08-01"
"Zengping","Birsak","F","1986-11-22"
"Mabo","Auyong","F","1986-07-05"
"Jeane","Rahimi","M","1986-11-03"
"Khun","Danner","M","1986-09-12"
"Rafols","Billawala","M","1986-02-27"
"Mario","Simmel","F","1986-11-22"
"Iara","Binding","F","1986-10-07"
"Pohua","Roccetti","M","1986-01-02"
"Leandro","Tzvieli","M","1986-06-04"
"Martijn","Demos","M","1986-09-07"
"Adit","Orsini","F","1986-08-26"
"Yaghout","Irland","M","1986-05-27"
"Kankanahalli","Matteis","M","1986-02-24"
"Uriel","Puoti","M","1986-01-21"
"Odoardo","Lambe","F","1986-08-08"
"Mamdouh","Pietracaprina","M","1986-08-07"
"Aloke","Vasanthakumar","M","1986-11-01"
"Dante","Klerer","M","1986-10-21"
"Marl","Muniz","M","1986-08-04"
"Shir","Wossner","F","1986-05-30"
"Paris","Peyn","M","1986-11-22"
"Tru","Vecchio","M","1986-10-24"
"Macha","Veevers","M","1986-04-06"
"Mohd","Zallocco","M","1986-07-04"
"Cullen","Serre","M","1986-04-19"
"Aimee","Shrader","F","1986-09-14"
"Vishv","Suwa","F","1986-10-26"
"Elgin","Sullins","M","1986-09-16"
"Gaetan","Quittner","F","1986-10-25"
"Apostol","Lichtner","M","1986-05-03"
"Teunis","Massonet","M","1986-07-23"
"Shaz","Bennet","M","1986-05-19"
"Guadalupe","Broder","M","1986-05-09"
"Guenter","Schiettecatte","M","1986-10-11"
"Hitomi","Valette","M","1986-04-07"
"Genta","Lichtner","F","1986-04-15"
"Junsik","DuBourdieux","M","1986-02-19"
"Moti","Bashian","M","1986-11-24"
"Pranjal","Manders","F","1986-08-21"
"Heeju","Herath","M","1986-12-24"
"Shigehiro","Levasseur","M","1986-07-24"
"Jingling","Shackel","F","1986-02-24"
"Jayesh","Montresor","M","1986-12-19"
"Sailaja","Sifakis","M","1986-02-13"
"Mayuri","Manders","F","1986-01-02"
"Christophe","Linares","F","1986-02-07"
"Charmane","Bultermann","M","1986-11-02"
"Kiyomitsu","Woycyznski","M","1986-01-03"
"Adhemar","Talmor","F","1986-05-25"
"Serge","Peres","F","1986-08-03"
"Radhika","Ranon","M","1986-05-21"
"Nathan","Worfolk","M","1986-01-13"
"Jaber","Pokrovskii","M","1986-12-12"
"Byong","Brandsma","F","1986-09-07"
"Guther","Pellegrinelli","M","1986-05-14"
"Juichirou","Munke","M","1986-01-01"
"Taegyun","Kroon","F","1986-10-31"
